Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
Lula quer implantar o comunismo chinês no Brasil,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/lula-nao-disse-querer-implantar-comunismo-chines-no-brasil-entrevista-de-ex-presidente-ja-foi-deturpada-antes/,"A publicação enganosa tira de contexto falas de Lula em elogio ao governo chinês, durante entrevista concedida a um jornal daquele país, em 2021.",2022-07-20 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrDBsSXicKInyQo19P8hD7QwrUO7Qtws3CGjI_UUH-j-V7NaB6,"['Luiz Inácio Lula da Silva', 'Comunismo', 'Partido Comunista da China', 'Brasil']"
Vídeo mostra Lula recebido com gritos de “ladrão” no aeroporto de Campinas em 5 de maio,Aos Fatos,https://www.aosfatos.org/noticias/video-xingamentos-lula-aeroporto-campinas/,falso,2022-05-06 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQhsN_DTLBN5sj1Mj-0k226E3pJj9fnrQ0mL0U_Qo-8tltG-_CX,"['Luiz Inácio Lula da Silva', 'Vídeo', 'Campinas', 'Maio']"
"""Lula confirma criação da guarda nacional o maior exército vermelho da América Latina"" [sic].",Observador,https://observador.pt/factchecks/fact-check-lula-da-silva-anunciou-a-criacao-de-uma-guarda-nacional-no-brasil/,Errado,2022-12-29 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Luiz Inácio Lula da Silva', 'América Latina', 'América']"
Lula disse que 100% das mulheres mexicanas são mulheres,AFP Checamos,https://checamos.afp.com/doc.afp.com.32GA6GZ,Montagem,2022-08-09 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQr4voejbN47rUaaEtbwkfI3dg2vFwhRX_twLIjcy9ZzTkHdB6_,"['Luiz Inácio Lula da Silva', 'Mulher']"
Cármen Lúcia: Lei não permite candidatura de candidato condenado em segunda instância. Lula não será candidato,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/frase-de-carmen-lucia-de-2018-e-tirada-de-contexto-para-afirmar-que-lula-nao-podera-se-candidatar-em-2022/,"ENGANOSO: A montagem descontextualiza parte de uma frase da ministra do STF em 2018, sobre a Lei da Ficha Limpa.",2021-07-29 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSmSlkyIiFhRhHnrtaOJVv127tudxylZxcWunmbew1GFe_t8ZwD,"['Cármen Lúcia Antunes Rocha', 'Luiz Inácio Lula da Silva', 'Candidato', 'Sentença', 'Lei', 'Segunda instância']"
"Élcio Queiroz, um dos acusados no assassinato da vereadora Marielle Franco e do motorista Anderson Gomes, usa camisa com foto do ex-presidente Lula",AFP Checamos,https://checamos.afp.com/nao-elcio-queiroz-acusado-de-envolvimento-no-assassinato-de-marielle-franco-nao-usou-camisa-de-lula,Falso,2019-03-22 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRo61jO_ALd6PDcr7rHTUsnZsDazZu36e23ni3RP9hoaFFSCAdk,"['Marielle Franco', 'Luiz Inácio Lula da Silva', 'Assassínio', 'Assassinato de Marielle Franco', 'Presidente', 'Camisa', 'Fotografia', 'Vereador']"
Posto de gasolina exibiu cartaz culpando Lula por aumento nos preços dos combustíveis,AFP Checamos,https://checamos.afp.com/doc.afp.com.33AR7AT,Montagem,2023-03-08 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQz_vS8PFT5vH3Jc76KL3te4pCF2QLGEKzpONY_mJcW8C_SCWCz,"['Gasolina', 'Posto de abastecimento', 'Combustível', 'Preço', 'Cartaz', 'Luiz Inácio Lula da Silva']"
Lula irá congelar contas bancárias em fevereiro ou março de 2023,Aos Fatos,https://www.aosfatos.org/noticias/falso-cnn-brasil-lula-confisco/,falso,2023-01-05 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcw6sEG_ebL8qLPmnJnF-nRwm_BqKXmAy4LHK0tPxXSUxQ1DER,"['Luiz Inácio Lula da Silva', 'Fevereiro', 'Março', 'Conta-corrente', '2023']"
"Lula chama apoiadores de vagabundos, bandidos e traficantes",Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-lula-chamou-apoiadores-de-vagabundos-traficantes-e-bandidos-em-video/,falso,2022-08-31 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ21JIQzg10pZmSbKKofu2mkc8MNsjIa_WhRuhLsV5oJrJBRbx5,['Luiz Inácio Lula da Silva']
"Lula disse em tweet que existem ditongo, tritongo e quadritongo",Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-lula-disse-no-twitter-que-bolsonaristas-nao-conhecem-um-quadritongo/,falso,2022-06-07 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTcA4yPn6ZY9DeMY71nb7GSu4wtFCA3jxakGsfqxVE2v3Rg0NGP,"['Luiz Inácio Lula da Silva', 'Ditongo', 'Tritongo']"
Este vídeo mostra Lula sendo alvo de protesto de seus vizinhos após de mudar para condomínio de luxo,AFP Checamos,https://checamos.afp.com/doc.afp.com.32CP92R,Falso,2022-06-18 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxirfBCrsJVu_S1EhxVttQYRJupDNP6fx5MY8yPOBj2PRSk2Yz,"['Luiz Inácio Lula da Silva', 'Protesto', 'Vídeo', 'Condomínio']"
Lula diz votar em Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/video-falso-faz-montagem-de-lula-declarando-voto-em-bolsonaro/,"O vídeo usa imagens de uma entrevista de 2018 e substitui o áudio original por outro, de origem desconhecida e incompatível com o discurso do ex-presidente.",2022-07-21 07:00:00,,"['Luiz Inácio Lula da Silva', 'Jair Bolsonaro', 'Votação']"
"""Criança fez discurso a criticar o legado de Lula da Silva"".",Observador,https://observador.pt/factchecks/fact-check-crianca-elogiou-jair-bolsonaro-em-evento-de-apoio-a-lula-da-silva/,Errado,2021-08-31 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQSXx7VP5bmpStmU2uY3VrE_0CcEYXwVYSYcfmpf_g1yAZ068hl,"['Luiz Inácio Lula da Silva', 'Criança', 'Discurso']"
Lula ameaça as igrejas e manda recado a padres e pastores,Aos Fatos,https://www.aosfatos.org/noticias/lula-nao-ameacou-igrejas-em-discurso-no-rn-video-e-montagem/,falso,2021-08-30 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTlDLyzDmHaFGG82j69Igl_i6W9nNKp5srPwNZOFIG2Yyb9C0A3,"['Luiz Inácio Lula da Silva', 'Pastor', 'Igreja']"
Governo Lula isenta as empresas de recolherem o FGTS dos empregados,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2023/05/24/lula-nao-proibiu-demissao-sem-justa-causa-para-pagar-dividas-da-venezuela.htm,Falso,2023-05-24 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRRNJz-u6Iz7x3LJ3V-_LA31kUbQtNudnK6CHuALeM_v8eOAXET,"['Luiz Inácio Lula da Silva', 'Governo Lula', 'Governo', 'Fundo de Garantia do Tempo de Serviço', 'empregado', 'Empresa']"
Ibama ameaça produtor rural durante o governo Lula,Aos Fatos,https://www.aosfatos.org/noticias/video-mostra-operacao-do-ibama-em-2020-nao-ameaca-produtores-rurais-governo-lula/,falso,2023-04-17 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRUETIGJlVQykZNgl4fFMSUlF4y2dlKNLZJjl-iwmDHlh7JXBX2,"['Ibama', 'Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis', 'Luiz Inácio Lula da Silva', 'Governo', 'Zona rural']"
"Lula usa boné com sigla ‘CPX’, relacionada ao crime organizado",Aos Fatos,https://www.aosfatos.org/noticias/sigla-cpx-que-aparece-em-bone-de-lula-nao-tem-relacao-com-faccao-criminosa/,falso,2022-10-13 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuNqOZz1hMv4vXORxUEkrfBeLCqcopcYw0peKwuL1nS2vgyn1J,"['CPX', 'Luiz Inácio Lula da Silva', 'Boné', 'Crime organizado', 'Crime']"
"Sem segurança, Lula fez comício em área controlada pelo Comando Vermelho",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/13/lula-no-alemao-cpx-significa-complexo-e-campanha-teve-escolta.htm,Falso,2022-10-13 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTlow9IRirNqu4a4y52NEMpJXISIccCbdNfPAEHgIlxPpo8xCO,"['Luiz Inácio Lula da Silva', 'Eleição', 'Segurança', 'Comando Vermelho']"
"Resumo das manifestações de hoje: 1% educação, 4% maconha, 5% Não sabem porque estão ali, 90% Lula livre.",Aos Fatos,https://www.aosfatos.org/noticias/foto-de-marcha-lula-livre-de-2018-e-compartilhada-como-se-fosse-de-manifestacao-pela-educacao/,falso,2019-05-31 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSm2uXIvDQREwCzTH3PcQ8efCe9dx5ebzztbSdEmZDV-nn3X-D3,"['Luiz Inácio Lula da Silva', 'Lula Livre', 'Manifestação', 'Educação', 'Maconha']"
